13520, 3, online, outlier
78.959999 , 3.81031 , 0.09786 , 0
73.989998 , 3.79636 , 0.09107 , 0
69.730003 , 3.78231 , 0.08437 , 0
65.250000 , 3.77835 , 0.07818 , 0
60.240002 , 3.78129 , 0.07228 , 0
54.950001 , 3.78049 , 0.06623 , 0
50.330002 , 3.77669 , 0.06009 , 0
48.740002 , 3.77751 , 0.05771 , 0
47.060001 , 3.78011 , 0.05538 , 0
45.209999 , 3.77763 , 0.05290 , 0
42.950001 , 3.76643 , 0.05020 , 0
40.360001 , 3.74332 , 0.04722 , 0
37.000000 , 3.70317 , 0.04390 , 0
33.990002 , 3.63485 , 0.04007 , 0
32.650002 , 3.59683 , 0.03706 , 0
31.299999 , 3.56505 , 0.03427 , 0
29.870001 , 3.53593 , 0.03160 , 0
29.100000 , 3.52095 , 0.03029 , 0
28.290001 , 3.50578 , 0.02899 , 0
27.490000 , 3.48796 , 0.02767 , 0
26.740000 , 3.46946 , 0.02637 , 0
26.110001 , 3.44923 , 0.02506 , 0
25.459999 , 3.42500 , 0.02372 , 0
24.850000 , 3.40413 , 0.02246 , 0
24.360001 , 3.39011 , 0.02130 , 0
22.510000 , 3.34431 , 0.01979 , 0
20.930000 , 3.32466 , 0.01863 , 0
20.350000 , 3.31843 , 0.01763 , 0
48.990002 , 3.91920 , 0.08615 , 0
47.689999 , 3.91509 , 0.08253 , 0
45.930000 , 3.85859 , 0.07682 , 0
42.889999 , 3.74139 , 0.06909 , 0
40.840000 , 3.67564 , 0.06365 , 0
38.900002 , 3.64546 , 0.05963 , 0
37.119999 , 3.61224 , 0.05562 , 0
35.500000 , 3.58319 , 0.05185 , 0
33.810001 , 3.55512 , 0.04820 , 0
31.910000 , 3.51193 , 0.04427 , 0
29.629999 , 3.41188 , 0.03917 , 0
28.190001 , 3.33201 , 0.03611 , 0
27.299999 , 3.29839 , 0.03417 , 0
26.580000 , 3.27360 , 0.03246 , 0
26.030001 , 3.25181 , 0.03084 , 0
25.639999 , 3.22631 , 0.02919 , 0
25.070000 , 3.17285 , 0.02710 , 0
23.940001 , 3.11404 , 0.02502 , 0
22.920000 , 3.06461 , 0.02318 , 0
20.950001 , 3.01946 , 0.02148 , 0
18.920000 , 2.93052 , 0.01830 , 0
17.760000 , 2.90790 , 0.01707 , 0
16.959999 , 2.87886 , 0.01580 , 0
16.270000 , 2.84891 , 0.01457 , 0
