12894 , 4, online, outline
42.67, 2.01200, 0.14680, 6.8792, 1
37.58, 2.01200, 0.20390, 4.9880, 1
66.07, 2.01200, 0.38130, 4.7839, 1
73.14, 2.01200, 0.49260, 4.3294, 1
52.51, 2.01200, 0.39240, 4.0558, 1
32.77, 2.01200, 0.44570, 2.6222, 1
27.13, 2.02410, 0.08400, 7.4306, 1
42.23, 2.02410, 0.14620, 6.9047, 1
37.24, 2.02410, 0.20890, 4.9159, 1
65.02, 2.02410, 0.38340, 4.7538, 1
51.85, 2.02410, 0.38140, 4.1262, 1
32, 2.02410, 0.46620, 2.4875, 1
26.6, 2.03610, 0.08540, 7.3180, 1
41.37, 2.03610, 0.14400, 6.9367, 1
36.9, 2.03610, 0.21450, 4.8383, 1
64, 2.03610, 0.38520, 4.7274, 1
51.2, 2.03610, 0.36990, 4.2044, 1
31.51, 2.03610, 0.48240, 2.3981, 1
25.92, 2.04820, 0.08530, 7.2566, 1
40.96, 2.04820, 0.14450, 6.9290, 1
36.25, 2.04820, 0.21870, 4.7564, 1
63.01, 2.04820, 0.38590, 4.7095, 1
50.57, 2.04820, 0.35760, 4.2935, 1
25.44, 2.06020, 0.08460, 7.2603, 1
40.16, 2.06020, 0.14470, 6.8858, 1
62.06, 2.06020, 0.38530, 4.7033, 1
35.62, 2.06020, 0.22510, 4.6489, 1
49.95, 2.06020, 0.34510, 4.3899, 1
39.77, 2.07230, 0.14650, 6.8343, 1
61.13, 2.07230, 0.38280, 4.7131, 1
49.35, 2.07230, 0.34050, 4.4265, 1
39.01, 2.08430, 0.14870, 6.7308, 1
60.24, 2.08430, 0.37830, 4.7404, 1
38.64, 2.09640, 0.15200, 6.6384, 1
48.76, 2.09640, 0.36950, 4.2327, 1
37.93, 2.10840, 0.15560, 6.4989, 1
59.36, 2.10840, 0.37580, 4.7877, 1
48.19, 2.10840, 0.41780, 3.9176, 1
37.24, 2.12050, 0.16030, 6.3318, 1
58.51, 2.12050, 0.36730, 4.8519, 1
47.63, 2.12050, 0.45180, 3.7263, 1
36.57, 2.13250, 0.16580, 6.1526, 1
57.69, 2.13250, 0.35820, 4.9249, 1
30.8, 2.13250, 0.23610, 4.2929, 1
47.08, 2.13250, 0.47260, 3.6185, 1
35.93, 2.14460, 0.17200, 5.9646, 1
56.89, 2.14460, 0.34930, 5.0009, 1
29.68, 2.14460, 0.18400, 4.9679, 1
46.54, 2.14460, 0.48770, 3.5434, 1
35.31, 2.15660, 0.17890, 5.7722, 1
28.84, 2.15660, 0.15970, 5.4184, 1
56.11, 2.15660, 0.34090, 5.0767, 1
45.51, 2.15660, 0.49980, 3.4584, 1
28.25, 2.16870, 0.14730, 5.6997, 1
34.71, 2.16870, 0.18640, 5.5818, 1
55.35, 2.16870, 0.33320, 5.1487, 1
45.01, 2.16870, 0.50820, 3.4195, 1
27.49, 2.18070, 0.13870, 5.8826, 1
33.85, 2.18070, 0.19390, 5.3730, 1
54.61, 2.18070, 0.32630, 5.2152, 1
44.52, 2.18070, 0.51830, 3.3732, 1
26.95, 2.19280, 0.13320, 6.0192, 1
32.51, 2.19280, 0.19050, 5.3291, 1
53.9, 2.19280, 0.32040, 5.2745, 1
43.57, 2.19280, 0.52700, 3.3092, 1
26.26, 2.20480, 0.12760, 6.1391, 1
31.75, 2.20480, 0.17940, 5.5114, 1
52.51, 2.20480, 0.30740, 5.3743, 1
43.12, 2.20480, 0.53430, 3.2776, 1
25.6, 2.21690, 0.12030, 6.3384, 1
31.27, 2.21690, 0.16910, 5.7321, 1
51.85, 2.21690, 0.30270, 5.4260, 1
42.67, 2.21690, 0.54260, 3.2424, 1
30.57, 2.22890, 0.15490, 6.0519, 1
51.2, 2.22890, 0.29830, 5.4753, 1
41.8, 2.22890, 0.54060, 3.2279, 1
29.9, 2.24100, 0.14480, 6.2990, 1
50.57, 2.24100, 0.29450, 5.5198, 1
41.37, 2.24100, 0.54080, 3.2285, 1
29.05, 2.25300, 0.13660, 6.4804, 1
49.95, 2.25300, 0.29270, 5.5377, 1
40.55, 2.25300, 0.52750, 3.2656, 1
28.44, 2.26510, 0.12980, 6.6664, 1
74.47, 2.26510, 0.45590, 5.4083, 1
40.16, 2.26510, 0.51910, 3.3055, 1
27.68, 2.27710, 0.12070, 6.9288, 1
73.14, 2.27710, 0.43700, 5.5453, 1
49.35, 2.27710, 0.30430, 5.4221, 1
39.38, 2.27710, 0.49370, 3.4029, 1
26.95, 2.28920, 0.11170, 7.2178, 1
71.86, 2.28920, 0.42010, 5.6752, 1
48.76, 2.28920, 0.34020, 5.0109, 1
38.64, 2.28920, 0.46690, 3.5150, 1
26.26, 2.30120, 0.10430, 7.4674, 1
70.62, 2.30120, 0.40650, 5.7815, 1
48.19, 2.30120, 0.38610, 4.6006, 1
37.93, 2.30120, 0.43910, 3.6409, 1
25.44, 2.31330, 0.09630, 7.7437, 1
47.08, 2.31330, 0.41170, 4.3786, 1
37.24, 2.31330, 0.41140, 3.7783, 1
69.42, 2.32530, 0.40040, 5.8609, 1
46.54, 2.32530, 0.41080, 4.3821, 1
36.57, 2.32530, 0.38520, 3.9210, 1
68.27, 2.33730, 0.39190, 5.9251, 1
45.51, 2.33730, 0.39850, 4.4327, 1
35.62, 2.33730, 0.35340, 4.0973, 1
67.15, 2.34940, 0.38540, 5.9692, 1
45.01, 2.34940, 0.39120, 4.4838, 1
34.71, 2.34940, 0.32690, 4.2608, 1
66.07, 2.36140, 0.38050, 5.9985, 1
44.04, 2.36140, 0.37560, 4.5686, 1
33.85, 2.36140, 0.30770, 4.3858, 1
65.02, 2.37350, 0.37710, 6.0126, 1
43.57, 2.37350, 0.36760, 4.6319, 1
33.3, 2.37350, 0.29960, 4.4428, 1
64, 2.38550, 0.37480, 6.0145, 1
42.67, 2.38550, 0.35110, 4.7395, 1
32.51, 2.38550, 0.29610, 4.4365, 1
63.01, 2.39760, 0.37340, 6.0068, 1
42.23, 2.39760, 0.34350, 4.8082, 1
31.75, 2.39760, 0.29930, 4.3693, 1
62.06, 2.40960, 0.37240, 5.9954, 1
41.37, 2.40960, 0.32520, 4.9537, 1
31.03, 2.40960, 0.30750, 4.2601, 1
61.13, 2.42170, 0.37140, 5.9856, 1
40.55, 2.42170, 0.30610, 5.1289, 1
59.36, 2.43370, 0.36310, 5.9987, 1
39.77, 2.43370, 0.28630, 5.3381, 1
58.51, 2.44580, 0.35930, 6.0244, 1
39.01, 2.44580, 0.26640, 5.5821, 1
57.69, 2.45780, 0.35510, 6.0576, 1
38.28, 2.45780, 0.24710, 5.8535, 1
37.58, 2.46990, 0.22930, 6.1370, 1
56.11, 2.46990, 0.34280, 6.1321, 1
36.9, 2.48190, 0.21350, 6.4186, 1
55.35, 2.48190, 0.33780, 6.1796, 1
35.62, 2.49400, 0.18820, 6.8812, 1
54.61, 2.49400, 0.33360, 6.2183, 1
34.71, 2.50600, 0.17370, 7.1828, 1
53.9, 2.50600, 0.33060, 6.2437, 1
33.57, 2.51810, 0.16340, 7.3575, 1
52.51, 2.51810, 0.32370, 6.2639, 1
33.03, 2.53010, 0.16290, 7.3396, 1
51.85, 2.53010, 0.32280, 6.2619, 1
32, 2.54220, 0.16800, 7.0895, 1
51.2, 2.54220, 0.32300, 6.2461, 1
31.03, 2.55420, 0.17970, 6.6771, 1
50.57, 2.55420, 0.32460, 6.2102, 1
29.9, 2.56630, 0.19730, 6.1291, 1
49.95, 2.56630, 0.32990, 6.1267, 1
49.35, 2.57830, 0.34860, 5.8767, 1
27.49, 2.57830, 0.20730, 5.6077, 1
28.44, 2.57830, 0.21580, 5.5824, 1
26.26, 2.59040, 0.17470, 6.1767, 1
48.76, 2.59040, 0.40100, 5.3072, 1
48.19, 2.60240, 0.45640, 4.8463, 1
47.08, 2.61450, 0.48620, 4.6052, 1
45.51, 2.62650, 0.46820, 4.6440, 1
44.52, 2.63860, 0.45200, 4.7128, 1
43.57, 2.65060, 0.43710, 4.7792, 1
42.23, 2.66270, 0.42140, 4.8251, 1
41.8, 2.67470, 0.42020, 4.8302, 1
40.96, 2.68670, 0.42030, 4.7938, 1
35.62, 2.68670, 0.38960, 4.5964, 1
37.93, 2.68670, 0.42240, 4.5427, 1
32.51, 2.69880, 0.32870, 4.8702, 1
39.01, 2.69880, 0.42780, 4.6150, 1
31.51, 2.71080, 0.31500, 4.9372, 1
30.8, 2.72290, 0.31230, 4.9191, 1
29.68, 2.73490, 0.32440, 4.7067, 1
25.28, 2.77110, 0.29380, 4.6000, 1
69.42, 2.79520, 0.84910, 4.5005, 1
64, 2.80720, 0.69550, 4.8923, 1
61.13, 2.81930, 0.61610, 5.1824, 1
59.36, 2.83130, 0.56940, 5.3980, 1
57.69, 2.84340, 0.52830, 5.6133, 1
55.35, 2.85540, 0.47900, 5.8820, 1
53.9, 2.86750, 0.45770, 5.9987, 1
53.19, 2.87950, 0.45150, 6.0372, 1
51.85, 2.89160, 0.43920, 6.0815, 1
51.2, 2.90360, 0.43560, 6.0998, 1
50.57, 2.92770, 0.43410, 6.1320, 1
49.95, 2.95180, 0.42860, 6.2065, 1
49.35, 2.98800, 0.41710, 6.3833, 1
25.44, 2.98800, 0.24450, 5.8220, 1
26.6, 3.00000, 0.24470, 6.0426, 1
27.13, 3.01200, 0.24680, 6.1273, 1
48.76, 3.02410, 0.40580, 6.5629, 1
27.49, 3.02410, 0.25030, 6.1589, 1
48.19, 3.03610, 0.40430, 6.5623, 1
27.68, 3.03610, 0.25310, 6.1735, 1
47.63, 3.04820, 0.40510, 6.5358, 1
27.86, 3.04820, 0.25600, 6.1885, 1
47.08, 3.06020, 0.40490, 6.5218, 1
46.02, 3.06020, 0.39580, 6.5216, 1
28.25, 3.06020, 0.25930, 6.2284, 1
44.04, 3.07230, 0.37450, 6.6097, 1
28.64, 3.07230, 0.26250, 6.2696, 1
41.8, 3.08430, 0.34380, 6.7995, 1
29.05, 3.08430, 0.26600, 6.3078, 1
40.16, 3.09640, 0.32550, 6.9033, 1
29.47, 3.09640, 0.26920, 6.3539, 1
39.77, 3.10840, 0.32440, 6.9103, 1
29.9, 3.10840, 0.27170, 6.4131, 1
38.64, 3.12050, 0.32140, 6.8559, 1
30.57, 3.12050, 0.27240, 6.5374, 1
37.24, 3.13250, 0.32530, 6.6632, 1
31.03, 3.13250, 0.27200, 6.6478, 1
31.75, 3.14460, 0.27460, 6.7467, 1
35.93, 3.14460, 0.33290, 6.4301, 1
32, 3.15660, 0.27880, 6.7474, 1
25.76, 3.24100, 0.41860, 4.5352, 1
26.09, 3.25300, 0.39890, 4.7415, 1
26.6, 3.26510, 0.37340, 5.0481, 1
27.13, 3.27710, 0.35480, 5.3308, 1
73.14, 3.28920, 0.55830, 7.7556, 1
27.68, 3.28920, 0.34320, 5.5652, 1
70.62, 3.30120, 0.51620, 7.9957, 1
28.25, 3.30120, 0.33890, 5.7297, 1
67.15, 3.31330, 0.46990, 8.2359, 1
28.84, 3.31330, 0.34230, 5.8044, 1
65.02, 3.32530, 0.44730, 8.3510, 1
29.26, 3.32530, 0.35060, 5.7942, 1
63.01, 3.33730, 0.42790, 8.4471, 1
29.68, 3.33730, 0.36260, 5.7443, 1
61.13, 3.34940, 0.41060, 8.5332, 1
30.12, 3.34940, 0.37580, 5.6877, 1
59.36, 3.36140, 0.39670, 8.5905, 1
30.57, 3.36140, 0.38580, 5.6701, 1
58.51, 3.37350, 0.39290, 8.6021, 1
30.8, 3.37350, 0.38890, 5.6967, 1
56.89, 3.38550, 0.38670, 8.5780, 1
31.03, 3.38550, 0.39000, 5.7459, 1
54.61, 3.39760, 0.38370, 8.4551, 1
31.27, 3.39760, 0.38880, 5.8197, 1
49.95, 3.40960, 0.34230, 8.6069, 1
31.51, 3.40960, 0.38590, 5.9135, 1
48.76, 3.42170, 0.28980, 9.3246, 1
31.75, 3.42170, 0.38230, 6.0172, 1
48.19, 3.43370, 0.28670, 9.3529, 1
41.8, 3.44580, 0.32670, 8.0828, 1
25.28, 3.71080, 0.13460, 10.7432, 1
25.6, 3.72290, 0.14730, 10.3505, 1
25.76, 3.73490, 0.15500, 10.1451, 1
26.09, 3.74700, 0.16860, 9.8102, 1
26.26, 3.75900, 0.17610, 9.6574, 1
26.43, 3.77110, 0.18370, 9.5086, 1
26.77, 3.78310, 0.19530, 9.3036, 1
26.95, 3.79520, 0.20190, 9.2066, 1
27.31, 3.80720, 0.21190, 9.0661, 1
27.49, 3.81930, 0.21710, 9.0119, 1
27.68, 3.83130, 0.22230, 8.9614, 1
28.06, 3.84340, 0.22910, 8.9130, 1
28.25, 3.85540, 0.23270, 8.9015, 1
28.44, 3.86750, 0.23630, 8.8901, 1
28.84, 3.87950, 0.24100, 8.8919, 1
29.05, 3.89160, 0.24390, 8.8994, 1
29.26, 3.90360, 0.24720, 8.8980, 1
29.47, 3.91570, 0.25110, 8.8870, 1
29.68, 3.92770, 0.25560, 8.8657, 1
29.9, 3.93980, 0.26090, 8.8319, 1
30.12, 3.95180, 0.26710, 8.7834, 1
30.34, 3.96390, 0.27440, 8.7202, 1
30.57, 3.97590, 0.28260, 8.6445, 1
25.28, 3.97590, 0.29640, 7.5208, 1
30.8, 3.98800, 0.29160, 8.5598, 1
25.44, 3.98800, 0.31230, 7.3308, 1
31.03, 4.00000, 0.30120, 8.4700, 1
25.6, 4.00000, 0.32970, 7.1332, 1
31.27, 4.01200, 0.31110, 8.3808, 1
25.76, 4.01200, 0.34860, 6.9294, 1
31.51, 4.02410, 0.32100, 8.2979, 1
25.92, 4.02410, 0.36850, 6.7293, 1
31.75, 4.03610, 0.33040, 8.2262, 1
26.26, 4.03610, 0.40620, 6.3693, 1
32, 4.04820, 0.33900, 8.1702, 1
26.43, 4.04820, 0.42630, 6.2089, 1
32.25, 4.06020, 0.34640, 8.1333, 1
26.6, 4.06020, 0.44670, 6.0583, 1
32.51, 4.07230, 0.35240, 8.1174, 1
26.77, 4.07230, 0.46620, 5.9274, 1
32.77, 4.08430, 0.35690, 8.1219, 1
26.95, 4.08430, 0.48480, 5.8148, 1
27.13, 4.09640, 0.50260, 5.7168, 1
33.03, 4.10840, 0.36190, 8.1501, 1
27.31, 4.10840, 0.51990, 5.6306, 1
33.3, 4.12050, 0.36330, 8.1977, 1
33.57, 4.13250, 0.36340, 8.2626, 1
27.49, 4.13250, 0.53920, 5.5581, 1
33.85, 4.14460, 0.36240, 8.3420, 1
27.68, 4.14460, 0.55360, 5.5032, 1
34.13, 4.15660, 0.36070, 8.4318, 1
27.86, 4.15660, 0.56740, 5.4565, 1
34.42, 4.16870, 0.35850, 8.5278, 1
28.06, 4.16870, 0.58090, 5.4143, 1
34.71, 4.18070, 0.35620, 8.6259, 1
28.25, 4.18070, 0.59430, 5.3750, 1
35.01, 4.19280, 0.35410, 8.7220, 1
35.31, 4.20480, 0.35240, 8.8126, 1
28.44, 4.20480, 0.61150, 5.3371, 1
28.64, 4.21690, 0.62380, 5.3098, 1
35.62, 4.22890, 0.35320, 8.8977, 1
28.84, 4.22890, 0.63690, 5.2796, 1
35.93, 4.24100, 0.35280, 8.9728, 1
36.25, 4.25300, 0.35350, 9.0329, 1
29.05, 4.25300, 0.65380, 5.2514, 1
36.57, 4.26510, 0.35540, 9.0769, 1
25.28, 4.26510, 0.30550, 8.0416, 1
29.26, 4.26510, 0.66730, 5.2229, 1
36.9, 4.27710, 0.35860, 9.1039, 1
25.44, 4.27710, 0.31650, 7.9294, 1
37.24, 4.28920, 0.36320, 9.1134, 1
25.6, 4.28920, 0.32880, 7.8063, 1
29.47, 4.28920, 0.68540, 5.1926, 1
37.58, 4.30120, 0.36920, 9.1050, 1
25.76, 4.30120, 0.34190, 7.6775, 1
37.93, 4.31330, 0.37680, 9.0782, 1
25.92, 4.31330, 0.35570, 7.5459, 1
29.68, 4.31330, 0.70440, 5.1604, 1
38.28, 4.32530, 0.38600, 9.0341, 1
26.09, 4.32530, 0.37010, 7.4151, 1
29.9, 4.32530, 0.71920, 5.1321, 1
38.64, 4.33730, 0.39680, 8.9737, 1
26.26, 4.33730, 0.38480, 7.2879, 1
39.01, 4.34940, 0.40910, 8.8988, 1
26.43, 4.34940, 0.39960, 7.1669, 1
30.12, 4.34940, 0.73920, 5.1004, 1
39.38, 4.36140, 0.42300, 8.8113, 1
26.6, 4.36140, 0.41440, 7.0519, 1
39.77, 4.37350, 0.43840, 8.7140, 1
30.34, 4.37350, 0.76050, 5.0654, 1
26.77, 4.38550, 0.43120, 6.9478, 1
40.16, 4.39760, 0.45740, 8.6108, 1
26.95, 4.39760, 0.44560, 6.8513, 1
30.57, 4.39760, 0.78250, 5.0301, 1
40.55, 4.40960, 0.47490, 8.5045, 1
27.13, 4.40960, 0.45980, 6.7616, 1
40.96, 4.42170, 0.49340, 8.3969, 1
27.31, 4.42170, 0.47370, 6.6795, 1
41.37, 4.43370, 0.51250, 8.2905, 1
27.49, 4.43370, 0.48740, 6.6038, 1
41.8, 4.44580, 0.53200, 8.1875, 1
27.68, 4.44580, 0.50090, 6.5344, 1
42.23, 4.45780, 0.55170, 8.0893, 1
42.67, 4.46990, 0.57160, 7.9965, 1
27.86, 4.46990, 0.51650, 6.4748, 1
43.12, 4.48190, 0.59160, 7.9092, 1
28.06, 4.48190, 0.52830, 6.4273, 1
28.25, 4.49400, 0.53940, 6.3887, 1
43.57, 4.50600, 0.61400, 7.8339, 1
28.44, 4.50600, 0.54980, 6.3584, 1
44.04, 4.51810, 0.63300, 7.7657, 1
44.52, 4.53010, 0.65180, 7.7037, 1
28.64, 4.53010, 0.56220, 6.3370, 1
28.84, 4.54220, 0.57020, 6.3290, 1
45.01, 4.55420, 0.67310, 7.6532, 1
29.05, 4.55420, 0.57760, 6.3265, 1
45.51, 4.56630, 0.69000, 7.6136, 1
29.26, 4.56630, 0.58480, 6.3268, 1
46.02, 4.59040, 0.70960, 7.5838, 1
29.47, 4.59040, 0.59450, 6.3327, 1
46.54, 4.60240, 0.72290, 7.5742, 1
29.68, 4.60240, 0.60170, 6.3343, 1
47.08, 4.61450, 0.73380, 7.5820, 1
29.9, 4.62650, 0.61300, 6.3306, 1
33.57, 4.62650, 1.03560, 4.7503, 1
47.63, 4.63860, 0.74310, 7.6260, 1
30.12, 4.63860, 0.62210, 6.3207, 1
33.85, 4.63860, 1.05810, 4.7248, 1
48.19, 4.65060, 0.74300, 7.7070, 1
34.13, 4.65060, 1.08160, 4.6987, 1
48.76, 4.66270, 0.74840, 7.7530, 1
30.34, 4.66270, 0.63590, 6.3012, 1
49.35, 4.67470, 0.80060, 7.5151, 1
30.57, 4.67470, 0.64800, 6.2739, 1
34.42, 4.67470, 1.11080, 4.6742, 1
49.95, 4.68670, 0.86590, 7.2265, 1
34.71, 4.68670, 1.13410, 4.6522, 1
50.57, 4.69880, 0.90730, 7.0891, 1
30.8, 4.69880, 0.66430, 6.2420, 1
35.01, 4.71080, 1.16180, 4.6360, 1
51.2, 4.72290, 0.93400, 7.0592, 1
31.03, 4.72290, 0.68160, 6.2066, 1
35.31, 4.73490, 1.18800, 4.6252, 1
51.85, 4.74700, 0.94940, 7.0891, 1
31.27, 4.74700, 0.69910, 6.1735, 1
35.62, 4.74700, 1.20550, 4.6225, 1
52.51, 4.77110, 0.95700, 7.1589, 1
31.51, 4.77110, 0.71570, 6.1486, 1
35.93, 4.77110, 1.22650, 4.6273, 1
53.19, 4.79520, 0.95890, 7.2578, 1
31.75, 4.79520, 0.73090, 6.1345, 1
36.25, 4.79520, 1.24520, 4.6386, 1
53.9, 4.80720, 0.95210, 7.3771, 1
28.06, 4.80720, 0.82660, 5.1623, 1
32, 4.81930, 0.74450, 6.1313, 1
36.57, 4.81930, 1.26170, 4.6561, 1
54.61, 4.83130, 0.94750, 7.5098, 1
28.25, 4.83130, 0.82120, 5.2474, 1
36.9, 4.83130, 1.26940, 4.6804, 1
32.25, 4.84340, 0.75660, 6.1391, 1
55.35, 4.85540, 0.94210, 7.6468, 1
28.44, 4.85540, 0.81580, 5.3350, 1
37.24, 4.85540, 1.28180, 4.7091, 1
28.64, 4.86750, 0.80680, 5.4225, 1
56.11, 4.87950, 0.93720, 7.7828, 1
32.51, 4.87950, 0.77060, 6.1587, 1
37.58, 4.87950, 1.29360, 4.7399, 1
28.84, 4.89160, 0.80240, 5.5097, 1
32.77, 4.90360, 0.77910, 6.1885, 1
37.93, 4.90360, 1.30560, 4.7708, 1
56.89, 4.91570, 0.93830, 7.9124, 1
29.05, 4.91570, 0.79920, 5.5925, 1
38.28, 4.92770, 1.31860, 4.8001, 1
57.69, 4.93980, 0.93690, 8.0318, 1
33.03, 4.93980, 0.79000, 6.2276, 1
29.26, 4.93980, 0.79760, 5.6690, 1
38.64, 4.95180, 1.33310, 4.8266, 1
58.51, 4.96390, 0.93860, 8.1363, 1
29.47, 4.96390, 0.79780, 5.7373, 1
33.3, 4.97590, 0.80020, 6.2716, 1
39.01, 4.97590, 1.34930, 4.8496, 1
47.63, 2.01200, 0.66320, 5.1955, 1
53.9, 2.01200, 0.78210, 5.0105, 1
28.84, 2.01200, 0.49810, 4.2626, 1
39.01, 2.01200, 0.72680, 3.9551, 1
36.57, 2.01200, 0.75310, 3.5722, 1
32, 2.01200, 0.70370, 3.3376, 1
30.57, 2.01200, 0.75290, 2.9694, 1
47.08, 2.02410, 0.67650, 5.1081, 1
28.44, 2.02410, 0.46280, 4.5635, 1
64, 2.02410, 1.04310, 4.5562, 1
35.93, 2.02410, 0.66670, 4.0190, 1
38.28, 2.02410, 0.75170, 3.7964, 1
31.03, 2.02410, 0.76700, 2.9950, 1
53.19, 2.03610, 0.74030, 5.3062, 1
46.54, 2.03610, 0.69070, 5.0169, 1
28.06, 2.03610, 0.43900, 4.7833, 1
35.62, 2.03610, 0.61570, 4.3575, 1
37.93, 2.03610, 0.77600, 3.6849, 1
52.51, 2.04820, 0.69640, 5.5808, 1
27.68, 2.04820, 0.42300, 4.9387, 1
35.31, 2.04820, 0.55510, 4.8143, 1
63.01, 2.04820, 1.00340, 4.7588, 1
44.04, 2.06020, 0.52500, 6.1341, 1
51.85, 2.06020, 0.66190, 5.8127, 1
35.01, 2.06020, 0.48620, 5.4232, 1
27.31, 2.06020, 0.41510, 5.0143, 1
46.02, 2.06020, 0.71120, 4.9415, 1
43.12, 2.07230, 0.50730, 6.2510, 1
34.71, 2.07230, 0.45130, 5.7821, 1
45.51, 2.07230, 0.71700, 4.9080, 1
62.06, 2.07230, 0.97800, 4.9067, 1
42.67, 2.08430, 0.50010, 6.3235, 1
51.2, 2.08430, 0.64560, 5.9794, 1
34.42, 2.08430, 0.43600, 5.9584, 1
45.01, 2.08430, 0.71740, 4.9080, 1
42.23, 2.09640, 0.49530, 6.3747, 1
34.13, 2.09640, 0.41820, 6.1691, 1
50.57, 2.09640, 0.62930, 6.0954, 1
44.52, 2.09640, 0.69410, 5.0574, 1
33.57, 2.10840, 0.38390, 6.5498, 1
41.8, 2.10840, 0.49340, 6.3986, 1
49.95, 2.10840, 0.64240, 5.9946, 1
61.13, 2.10840, 0.97790, 4.9939, 1
33.3, 2.12050, 0.38600, 6.5387, 1
41.37, 2.12050, 0.49500, 6.3891, 1
40.55, 2.13250, 0.49770, 6.3231, 1
32.51, 2.13250, 0.42890, 5.9818, 1
49.35, 2.13250, 0.71090, 5.5719, 1
60.24, 2.13250, 0.97850, 5.0260, 1
40.16, 2.14460, 0.50490, 6.2616, 1
31.75, 2.14460, 0.50670, 5.1567, 1
48.76, 2.14460, 0.88030, 4.6137, 1
39.77, 2.15660, 0.51640, 6.1622, 1
59.36, 2.15660, 0.98820, 5.0173, 1
31.03, 2.15660, 0.58220, 4.4966, 1
48.19, 2.15660, 1.09300, 3.7301, 1
39.01, 2.16870, 0.52220, 6.0716, 1
29.05, 2.16870, 0.57540, 4.3155, 1
47.63, 2.16870, 1.24630, 3.2559, 1
38.28, 2.18070, 0.52400, 6.0187, 1
28.64, 2.18070, 0.57310, 4.3203, 1
70.62, 2.19280, 0.65940, 7.8362, 1
37.58, 2.19280, 0.52540, 5.9708, 1
27.86, 2.19280, 0.58700, 4.1531, 1
68.27, 2.20480, 0.63540, 7.8979, 1
36.9, 2.20480, 0.53200, 5.8783, 1
58.51, 2.20480, 1.01490, 5.0312, 1
71.86, 2.21690, 0.68460, 7.8441, 1
36.57, 2.21690, 0.54590, 5.7666, 1
44.04, 2.21690, 0.79290, 4.9144, 1
67.15, 2.22890, 0.61170, 8.0816, 1
35.93, 2.22890, 0.57340, 5.5075, 1
43.57, 2.22890, 0.78490, 4.9598, 1
34.13, 2.24100, 0.56930, 5.3548, 1
42.67, 2.24100, 0.78860, 4.8938, 1
35.31, 2.24100, 0.66170, 4.8331, 1
51.2, 2.24100, 2.68830, 1.8218, 1
66.07, 2.25300, 0.59210, 8.2392, 1
33.57, 2.25300, 0.45720, 6.3507, 1
42.23, 2.25300, 0.79730, 4.8472, 1
50.57, 2.25300, 2.36620, 2.0204, 1
65.02, 2.26510, 0.57140, 8.3632, 1
32.51, 2.26510, 0.35190, 7.4692, 1
41.37, 2.26510, 0.79520, 4.8162, 1
31.51, 2.27710, 0.31770, 7.8298, 1
40.55, 2.27710, 0.78120, 4.8526, 1
49.95, 2.27710, 2.17710, 2.1857, 1
64, 2.28920, 0.56470, 8.4330, 1
31.03, 2.28920, 0.31760, 7.8118, 1
39.77, 2.28920, 0.75880, 4.9408, 1
29.05, 2.30120, 0.30660, 7.7229, 1
39.38, 2.30120, 0.74750, 5.0111, 1
49.35, 2.30120, 2.21470, 2.1702, 1
63.01, 2.31330, 0.56740, 8.4353, 1
28.25, 2.31330, 0.28440, 7.9732, 1
38.64, 2.31330, 0.73200, 5.0665, 1
27.68, 2.32530, 0.26600, 8.2110, 1
38.28, 2.32530, 0.72960, 5.0854, 1
62.06, 2.33730, 0.58040, 8.3657, 1
56.11, 2.33730, 0.86620, 6.1055, 1
37.58, 2.33730, 0.72210, 5.0949, 1
55.35, 2.34940, 0.82140, 6.3402, 1
36.9, 2.34940, 0.71690, 5.0919, 1
44.04, 2.34940, 1.82980, 2.4126, 1
54.61, 2.36140, 0.78100, 6.5634, 1
36.25, 2.36140, 0.70980, 5.1028, 1
43.57, 2.36140, 1.72480, 2.5490, 1
61.13, 2.37350, 0.60900, 8.2334, 1
53.9, 2.37350, 0.74590, 6.7659, 1
35.93, 2.37350, 0.71230, 5.0931, 1
42.67, 2.37350, 1.53480, 2.8277, 1
35.31, 2.38550, 0.73740, 4.9068, 1
42.23, 2.38550, 1.44890, 2.9969, 1
53.19, 2.39760, 0.72230, 6.9502, 1
33.85, 2.39760, 0.93850, 3.7725, 1
41.8, 2.39760, 1.36930, 3.1759, 1
52.51, 2.40960, 0.69250, 7.1324, 1
33.3, 2.40960, 0.73970, 4.7244, 1
35.01, 2.40960, 0.83580, 4.4163, 1
41.37, 2.40960, 1.29550, 3.3630, 1
74.47, 2.42170, 0.48690, 9.9873, 1
51.85, 2.42170, 0.66730, 7.2902, 1
32, 2.42170, 0.56190, 5.8334, 1
40.55, 2.42170, 1.15450, 3.7478, 1
34.71, 2.42170, 0.99310, 3.7286, 1
73.14, 2.43370, 0.47230, 10.0713, 1
51.2, 2.43370, 0.64750, 7.4156, 1
29.68, 2.43370, 0.40330, 7.0867, 1
40.16, 2.43370, 1.09930, 3.9385, 1
29.05, 2.44580, 0.38590, 7.2362, 1
39.77, 2.44580, 1.05530, 4.1023, 1
71.86, 2.45780, 0.44440, 10.3080, 1
50.57, 2.45780, 0.63420, 7.5420, 1
28.44, 2.45780, 0.39190, 7.1137, 1
39.01, 2.45780, 0.98660, 4.3402, 1
70.62, 2.46990, 0.35780, 11.1279, 1
49.95, 2.46990, 0.62340, 7.6070, 1
27.49, 2.46990, 0.42320, 6.6400, 1
